"","Veh_Mock_R1","Veh_Mock_R2","Veh_Mock_R3","Amp_Mock_R1","Amp_Mock_R2","Amp_Mock_R3","Amp_Tri_R1","Amp_Tri_R2","Amp_Tri_R3"
"229687",2,2,2,0,0,6,2,5,2
"229688",11,19,15,12,13,30,25,29,22
"229694",30,22,23,15,28,40,35,64,44
"229697",0,0,0,0,1,1,0,0,1
"229699",4,12,21,8,14,22,12,18,5
"229700",577,692,742,750,701,901,917,961,736
"229706",1,1,0,1,2,1,4,5,2
"229707",1781,1716,1786,1929,1698,2039,1709,2142,1447
"229709",5279,6918,6214,6681,6024,7791,6433,8558,5513
"229714",4,4,2,6,2,1,2,3,3
"229715",502,578,645,447,418,510,526,677,497
"229722",5382,7031,6378,5592,5531,6177,5789,7535,5119
"229725",1057,1157,1192,1172,989,1444,1248,1450,1077
"229731",11932,17437,14685,13609,12590,17341,12185,14515,11492
"229759",0,0,0,0,0,0,0,0,0
"229776",2122,2640,2645,2473,2353,3286,2033,2593,2144
"229780",205,241,259,239,205,309,307,417,303
"229782",4482,6661,6103,5979,5435,7922,5458,6744,4842
"229791",9,11,8,9,17,17,6,9,9
"229801",0,1,1,0,0,0,0,0,0
"229841",897,1250,930,1252,930,1462,1369,1699,1021
"229862",0,0,0,0,0,0,0,0,0
"229877",2161,2821,2631,2730,2342,3162,2336,3002,2131
"229898",20,28,27,26,26,19,37,50,24
"229900",85,102,103,66,75,90,97,88,58
"229905",497,547,566,467,407,517,515,647,391
"229906",1549,1854,1709,1333,1253,1564,1218,1638,1280
"229927",30718,35196,30815,25610,21478,25886,22687,31367,16406
"229933",6,5,1,4,3,1,6,5,1
"229937",432,461,531,449,430,534,536,634,469
"229949",1,2,3,3,5,4,6,1,0
"230025",0,0,0,1,0,1,0,1,2
"230027",609,676,609,623,550,678,655,797,623
"230073",561,635,654,451,468,517,505,666,485
"230075",3782,3751,4030,4329,3858,4955,3858,4966,3830
"230082",1810,1968,2008,1815,1680,2015,1585,1999,1229
"230085",0,1,0,1,1,0,0,1,0
"230088",1667,2217,2034,1481,1428,1841,1043,1368,1105
"230098",1448,1320,1295,1316,1199,1558,1244,1435,1204
"230099",3103,3418,3186,3774,3270,4605,3683,4613,3648
"230101",1645,1532,1629,1859,1556,2011,1608,1877,1347
"230103",2,1,2,0,0,0,1,3,0
"230119",306,356,322,337,285,388,291,404,276
"230125",3772,4252,4491,3878,3548,4720,3531,4905,3596
"230126",1060,1331,1282,1306,1200,1508,1150,1432,947
"230145",4172,5030,5133,3380,3463,4155,3935,4681,3561
"230157",238,284,273,231,174,209,305,425,317
"230161",1710,2123,1719,2528,2265,2527,2016,2639,1805
"230162",41,50,57,60,43,66,67,102,72
"230163",4792,7115,5155,6868,5541,6763,8777,12074,7785
"230233",704,770,834,793,730,1009,893,986,721
"230234",502,552,514,622,565,642,663,850,444
"230235",1,1,0,0,0,1,3,1,0
"230249",3534,4424,4501,4296,3989,5766,4104,5015,3648
"230257",5627,7943,7261,5855,5484,7805,6275,8219,5939
"230259",246,234,286,267,244,338,237,302,164
"230279",908,1111,1125,1250,1199,1580,1345,1694,1353
"230316",165,250,184,198,150,292,188,212,124
"230376",272,362,355,377,294,499,445,656,444
"230379",480,560,455,490,425,481,585,808,411
"230393",422,511,509,592,478,651,628,842,610
"230396",0,0,0,0,0,0,0,0,0
"230398",0,0,0,0,0,0,0,0,0
"230405",0,0,0,0,0,0,0,0,0
"230459",36,36,42,26,48,48,42,43,39
"230484",2160,2755,2582,2711,2333,3246,2637,3419,2292
"230500",54,63,87,64,55,83,79,95,37
"230514",3417,3910,4036,3187,2877,3616,2536,3240,2577
"230558",2,1,0,1,1,4,1,2,1
"230576",1568,2254,2156,1943,1900,2470,1564,1884,1645
"230577",364,448,414,396,361,404,346,518,370
"230579",0,2,0,2,2,0,0,0,0
"230582",225,246,235,223,205,268,251,333,250
"230584",5502,5468,6204,5052,4762,6129,5194,6524,5238
"230587",2,0,3,0,0,1,4,7,0
"230590",1,1,3,0,0,0,1,1,0
"230594",398,636,541,452,492,601,605,908,537
"230596",1531,1599,1618,1674,1418,1857,1567,1997,1559
"230597",871,846,938,962,766,1066,824,1133,736
"230598",4307,5170,5424,5412,4826,6866,5144,6435,5094
"230603",1494,1732,1523,1579,1599,1760,1581,2013,1428
"230612",143,163,164,157,178,196,173,209,145
"230613",0,0,0,0,0,0,0,0,0
"230622",1,0,0,0,0,0,0,0,1
"230623",0,0,0,0,0,0,0,0,0
"230639",0,0,0,0,0,0,0,0,0
"230648",1611,1986,1919,1724,1690,2034,1846,2337,1702
"230649",1149,1470,1530,1336,1191,1543,1255,1726,1252
"230654",1639,1921,1898,1715,1717,1910,1913,2477,1637
"230657",705,910,857,829,833,965,859,1160,900
"230661",914,1100,1092,1119,1043,1456,985,1078,866
"230673",817,971,985,873,822,1008,1086,1341,827
"230674",2147,2369,2629,2440,2268,3174,2120,2371,1828
"230676",1582,1593,1781,1719,1759,2465,2006,2338,1556
"230678",908,846,1086,883,910,1111,665,785,725
"230696",275,303,332,303,296,382,284,296,264
"230700",1542,1943,1921,1854,1840,2542,1852,2340,1658
"230709",2092,2639,2645,2247,2000,2653,2295,2614,2004
"230718",2,3,1,1,5,5,2,3,3
"230721",5140,5668,5918,6144,5783,6942,5352,6793,4700
"230726",1090,1246,1197,1286,1206,1671,1105,1393,1137
"230734",1023,1009,1116,1219,1053,1283,1044,1237,934
"230735",0,0,0,0,0,0,0,0,0
"230737",1347,1622,1594,1707,1500,1963,1702,2152,1407
"230738",1252,1140,1345,831,919,994,835,1222,816
"230751",74,81,53,60,44,79,75,114,68
"230752",21,15,24,9,21,17,26,39,32
"230753",6586,8008,6922,7837,6753,8130,7469,9899,5758
"230757",66,69,87,41,36,27,62,63,78
"230761",441,489,504,658,606,669,430,625,385
"230766",0,0,0,0,0,0,1,0,0
"230767",253,311,243,270,258,328,300,433,265
"230770",365,393,421,372,347,422,361,391,289
"230775",0,0,0,2,2,1,1,8,3
"230777",6,4,11,4,2,3,4,8,9
"230779",7221,8308,7143,6451,5385,6144,6144,8241,5720
"230784",808,1129,949,664,656,787,813,1133,747
"230787",4,4,2,6,6,3,10,5,9
"230789",1503,1628,1720,1550,1620,2027,1243,1517,1375
"230793",615,959,796,779,762,936,770,1316,854
"230796",2546,3125,3336,2281,2217,2699,2682,3571,2555
"230801",837,909,1014,807,806,1049,708,890,732
"230806",3831,4356,4318,3906,3677,4741,3685,4499,3214
"230809",656,919,781,742,747,970,772,1009,632
"230810",17,48,24,15,24,9,36,49,32
"230815",19,35,40,12,18,27,29,67,41
"230822",30,33,32,16,17,28,38,50,42
"230824",5,1,3,1,5,0,6,23,6
"230828",1126,1649,1256,1374,1259,1552,870,1559,1011
"230837",27,31,22,12,22,27,80,84,67
"230848",524,545,636,476,450,667,765,788,536
"230857",4800,5708,5868,4361,4171,5032,4493,5728,3946
"230861",3124,3645,3564,4126,3804,5145,4549,5602,3831
"230863",4,8,4,18,17,18,20,30,14
"230866",1195,1169,1272,1391,1271,1695,1216,1466,1112
"230868",0,0,0,0,0,2,0,0,1
"230872",493,538,525,566,596,767,578,700,487
"230883",0,0,0,0,0,0,0,0,0
"230890",0,0,0,0,0,0,0,0,0
"230895",2757,3664,3706,3637,3208,4620,3877,4729,3204
"230899",2,1,0,0,1,2,1,0,1
"230903",64,82,76,73,49,58,120,197,134
"230904",2,0,1,1,1,4,4,11,4
"230908",6726,7550,7952,7366,6503,8927,8331,10953,8193
"230909",3,0,0,4,0,0,2,1,0
"230917",905,954,971,1126,967,1166,1151,1342,808
"230935",4558,4603,5387,5167,4530,5672,5044,6242,4428
"230936",479,588,490,531,468,632,410,715,586
"230959",0,0,0,0,0,0,0,0,0
"230967",618,767,719,768,629,934,746,806,563
"230971",9,2,7,9,15,7,12,25,10
"230972",5037,5719,5608,5944,5442,6536,4596,6004,4347
"230979",168,260,227,153,177,244,167,203,132
"230991",144,184,148,195,197,195,194,313,211
"230996",341,349,322,379,324,429,468,538,319
"231002",138,147,198,79,80,127,184,207,145
"231003",648,589,761,713,701,837,723,968,656
"231004",1,1,1,5,1,2,2,4,0
"231014",9,17,7,2,3,15,8,8,6
"231042",273,333,259,351,330,383,289,346,237
"231044",0,0,0,0,0,0,0,1,0
"231045",0,0,1,0,0,0,1,1,0
"231050",475,584,663,686,650,936,671,840,680
"231051",1377,1832,2032,1709,1560,2473,1987,2367,1703
"231070",4909,3698,4063,8116,6611,9329,3102,3611,2579
"231086",9784,11917,12375,10404,10027,12371,10641,14788,11588
"231093",515,605,611,597,557,747,584,733,472
"231098",0,0,0,0,0,0,0,0,0
"231103",0,3,3,1,0,1,4,3,2
"231123",395,476,440,410,401,597,516,608,448
"231125",15,3,13,17,14,21,17,23,11
"231128",1129,1342,1262,1422,1223,1532,1345,1694,965
"231130",380,384,401,519,526,619,380,416,317
"231134",48,69,52,61,58,63,117,161,96
"231147",784,954,959,813,935,1084,671,847,770
"231148",241,276,317,397,504,486,421,535,381
"231151",668,879,838,952,861,1119,973,1082,710
"231162",0,0,0,0,0,0,0,0,0
"231201",5,3,6,3,5,5,6,8,5
"231207",737,896,821,1007,853,1286,808,990,777
"231214",700,845,732,760,738,954,716,810,514
"231225",1262,1451,1386,1487,1431,2033,1498,1799,1251
"231238",4529,5492,5265,5165,4877,6113,4340,5331,3785
"231252",3,2,3,3,1,2,4,2,1
"231253",148,162,140,103,100,141,172,223,187
"231279",1334,1363,1640,1581,1527,2252,1491,1832,1454
"231287",25,21,25,28,25,41,41,48,35
"231290",0,0,0,0,2,0,1,0,0
"231293",2927,3426,3563,3322,3051,3922,2542,3161,2496
"231296",1316,1732,1445,1707,1565,1736,1416,1640,1061
"231326",289,345,376,299,309,358,381,462,327
"231327",534,669,663,549,494,687,710,976,646
"231329",2213,2588,2636,2469,2139,2907,2698,3350,2327
"231380",393,539,480,505,426,700,628,714,465
"231382",1,0,0,0,0,0,0,0,0
"231386",2839,3269,3569,3308,3057,4180,3618,4364,3301
"231396",447,404,514,394,412,546,629,896,734
"231413",2670,3155,3197,3293,3063,4134,3216,4143,3107
"231430",322,364,348,341,278,415,328,431,281
"231440",2210,3064,2526,2612,2601,3278,2258,3010,2077
"231452",765,1045,986,1058,981,1277,1178,1397,938
"231464",1522,2136,1927,2244,2089,3109,2029,2787,2084
"231470",6,8,6,13,6,15,19,21,10
"231474",53,55,59,70,68,91,65,71,48
"231503",3,4,9,8,12,8,12,9,5
"231506",896,1217,1007,1424,1099,1771,1242,1587,979
"231507",15667,19962,21316,12404,11388,17395,16917,19896,19199
"231510",598,885,819,683,587,803,694,870,697
"231532",298,331,306,288,254,325,251,324,190
"231549",847,1182,921,1057,951,1125,1037,1492,964
"231570",185,234,200,185,162,217,227,293,203
"231571",386,506,482,464,431,545,457,580,397
"231580",7987,9752,9434,9778,8771,11080,8569,10853,7465
"231583",1227,1060,1145,1051,908,1129,1617,2211,1509
"231589",0,0,0,0,0,0,0,0,0
"231591",0,0,0,0,0,0,0,0,0
"231600",2109,2658,2636,2359,2139,2861,2156,2674,2031
"231602",195,156,186,168,138,160,176,259,194
"231603",1,1,0,0,2,0,0,2,1
"231605",0,0,0,0,0,0,0,1,0
"231630",211,239,266,215,217,268,247,326,219
"231633",0,0,0,0,0,0,1,0,0
"231637",101,133,144,125,131,135,126,210,126
"231642",271,295,314,200,244,258,267,371,279
"231646",15,15,12,14,16,11,32,20,10
"231655",468,628,566,503,406,495,505,630,354
"231659",3103,3867,3894,3382,3333,4342,3761,4569,3061
"231668",4380,5553,5534,3245,3371,4028,3094,4377,3433
"231670",707,747,814,877,809,1052,885,1110,692
"231672",2448,2736,2889,2659,2221,2862,2153,2722,1988
"231691",2,1,0,2,2,3,2,6,1
"231699",0,0,0,0,0,0,0,0,0
"231712",1329,1360,1427,1414,1470,1572,1246,1322,1055
"231713",911,1147,1125,1351,1228,1653,1343,1715,1170
"231717",2132,2760,2572,2152,2001,2470,1650,2829,2248
"231724",191,214,271,167,159,257,220,339,271
"231727",2,0,4,0,0,0,0,0,6
"231760",87,94,80,111,94,117,115,154,73
"231769",2208,2302,2477,2466,2392,3197,2279,2454,1992
"231798",231,499,409,427,258,298,266,558,65
"231801",1139,1110,1188,1250,1242,1489,912,1388,1105
"231803",1957,1940,2322,2115,1991,2347,2224,2482,1856
"231805",6,3,1,5,6,5,4,8,4
"231807",1204,1173,1237,1228,1162,1500,1324,1425,988
"231821",3096,3646,3469,3175,2958,3657,2742,3746,2958
"231830",1316,1527,1351,1645,1527,1762,1056,1906,1288
"231832",1280,1382,1404,1052,988,1213,1121,1443,959
"231834",243,218,305,333,329,414,343,342,242
"231841",750,816,803,814,765,879,804,961,651
"231842",19,15,22,12,21,20,29,44,25
"231855",920,880,954,933,989,1236,858,958,716
"231858",0,0,0,1,1,1,0,2,0
"231861",2937,4087,4012,3143,3041,3831,2613,3669,2422
"231863",248,318,334,340,311,403,338,419,287
"231866",454,471,518,451,437,471,526,613,469
"231868",1244,1280,1353,1490,1241,1481,1327,1600,1062
"231871",3297,3405,4059,2988,2859,3484,2453,3060,2741
"231872",1226,1290,1294,1332,1199,1446,1156,1420,998
"231874",2492,2925,3060,3265,3019,3891,2864,3631,2686
"231876",2092,2731,2821,2338,2222,3049,2622,3314,2270
"231885",0,0,0,0,0,0,0,0,0
"231887",3975,4074,4173,4075,3555,4441,3972,5394,3798
"231889",1996,2078,2193,2424,2109,2743,2187,2831,2163
"231903",33,50,37,26,24,39,26,66,37
"231912",89,80,95,75,61,97,116,128,97
"231915",767,973,946,873,791,1109,1103,1331,995
"231931",143,152,192,162,178,326,250,448,237
"231932",31,21,36,31,30,64,51,144,70
"231946",49,66,72,61,63,81,57,91,59
"231986",15,22,26,14,27,26,26,32,25
"231989",0,0,0,0,0,0,1,0,0
"231991",0,0,0,0,0,0,2,0,0
"231997",155,149,133,177,157,229,164,225,168
"231999",4591,5441,5737,5389,4978,7258,4693,5890,4839
"232016",1,5,9,4,7,7,5,5,5
"232023",381,477,474,373,395,425,423,489,357
"232035",387,397,412,386,318,499,354,454,301
"232077",0,0,0,1,0,0,0,0,0
"232078",745,771,817,589,609,777,614,781,683
"232086",69,61,77,93,75,101,110,140,111
"232087",11892,16607,14861,10544,10538,12496,14252,17315,12399
"232089",469,578,574,481,397,518,630,943,631
"232146",65,65,51,31,49,50,53,70,58
"232156",6,13,9,8,5,7,9,9,12
"232157",790,1241,1206,1023,935,1407,1150,1394,897
"232164",1137,1297,1415,1250,1187,1621,1489,1813,1260
"232174",3,3,4,14,8,7,7,12,4
"232187",570,699,688,650,558,633,691,853,455
"232196",453,480,523,500,429,597,502,574,359
"232201",30,30,40,28,47,64,65,124,39
"232210",544,547,553,546,429,601,585,778,552
"232217",2,2,6,2,5,8,7,7,3
"232223",435,499,542,588,569,708,331,368,294
"232227",1722,2418,2125,1365,1224,1449,1497,2234,1306
"232232",2079,1875,2649,2263,2281,2705,1778,2135,1829
"232236",682,799,794,811,807,1023,853,1018,731
"232237",1,0,0,1,1,0,2,2,0
"232286",1631,2071,2044,2223,2011,2751,2116,2612,1868
"232288",1387,1961,1613,1604,1536,1855,1483,2014,1332
"232313",1,1,0,0,1,1,1,3,2
"232314",2407,2934,3320,2674,2531,3582,3362,4348,3260
"232333",25,19,26,34,19,35,27,55,25
"232334",638,718,695,730,561,709,668,918,523
"232337",383,513,502,489,429,537,504,612,519
"232339",265,267,314,267,265,405,338,381,217
"232341",2415,3048,2927,2866,2584,3577,3314,3970,2421
"232345",0,0,0,0,0,0,0,0,0
"232358",0,0,0,0,0,0,0,0,0
"232367",0,0,0,0,0,0,0,0,0
"232370",2,4,2,0,0,1,4,6,3
"232371",9,11,9,9,9,11,15,12,15
"232386",2,0,1,1,1,0,0,4,1
"232400",51,46,47,44,33,46,45,63,46
"232406",7,8,12,8,3,14,8,17,12
"232408",6,4,8,6,7,10,11,9,9
"232409",712,986,966,1148,1104,1775,964,1366,1102
"232413",0,0,0,1,3,2,2,4,2
"232414",0,0,2,0,2,5,8,12,4
"232415",2,2,3,7,2,7,1,9,4
"232426",0,0,0,0,0,0,0,0,0
"232430",473,626,638,455,483,594,405,521,442
"232431",5273,7423,5531,1991,1880,2287,3128,3307,1959
"232440",7418,7141,8542,8459,8230,9678,6970,9100,7998
"232441",9,11,12,3,9,5,7,6,3
"232449",2587,3035,2835,3295,2786,3623,2574,3225,2343
"232491",1178,1452,1469,1507,1325,1853,1187,1537,1223
"232493",0,0,0,0,0,0,0,0,0
"232533",1780,1772,2082,2370,2213,3108,1913,2230,1954
"232536",2252,2474,2684,2750,2499,3255,2258,2792,2127
"232539",366,470,449,338,345,441,514,613,451
"232560",247,292,271,286,261,348,331,392,233
"232566",300,369,319,385,297,386,337,418,318
"232585",0,0,0,0,0,0,0,0,0
"232664",5,7,17,7,8,9,22,38,16
"232670",489,407,531,346,374,436,474,641,486
"232679",546,504,579,608,499,702,565,703,578
"232680",11,9,12,7,8,6,11,13,11
"232685",1,1,0,3,3,1,3,3,3
"232714",8209,11792,9554,8774,7845,10939,7539,9038,6175
"232717",0,0,0,0,0,0,0,0,0
"232748",960,1231,1104,1202,1122,1396,1063,1321,961
"232784",630,650,678,674,626,747,636,667,546
"232785",141,154,113,95,85,100,110,132,85
"232790",5,4,1,3,8,9,4,6,2
"232791",2034,2274,2145,2278,1917,2234,2300,2839,1567
"232798",4269,4152,3865,5546,5114,5944,4344,5164,2746
"232801",1,0,0,0,0,0,1,0,0
"232807",1494,1446,1681,1620,1525,1892,1580,1987,1538
"232811",2628,2602,2521,2596,2405,2992,2393,3137,2369
"232813",199,186,175,207,131,191,262,329,150
"232816",916,916,993,1075,898,1004,886,958,583
"232821",54,51,56,44,41,55,56,57,50
"232827",2,1,2,2,1,1,1,0,1
"232836",0,0,0,0,0,0,0,0,0
"232853",485,528,493,544,545,685,524,698,480
"232854",75,90,103,110,87,88,103,124,93
"232855",249,244,255,295,243,306,320,374,281
"232875",9,12,6,8,8,12,12,12,6
"232878",244,286,197,223,193,219,293,417,231
"232879",509,561,597,554,535,668,630,710,492
"232889",17,49,17,10,15,22,33,39,18
"232906",1593,1841,1707,2057,1809,2341,2074,2457,1440
"232910",3827,3967,4422,3948,3532,4659,3687,4975,4181
"232919",0,0,0,0,0,0,0,0,0
"232925",0,1,0,0,0,0,1,0,0
"232933",1050,1149,1197,1155,1081,1220,899,1178,848
"232934",254,233,274,175,171,217,183,296,248
"232941",15,16,18,7,4,15,13,17,15
"232943",30,26,30,17,15,16,57,107,64
"232944",611,770,717,710,633,753,603,800,574
"232946",667,748,823,885,774,1018,663,822,714
"232947",5026,5362,5646,5038,4551,5695,4900,6042,4650
"232959",0,0,0,0,0,0,0,0,0
"232962",0,0,0,0,0,0,0,0,0
"232966",7,8,10,2,1,1,2,8,1
"232969",115,119,127,132,117,157,140,168,138
"232970",176,230,190,168,199,208,160,248,170
"232972",0,0,0,0,0,0,0,0,0
"232973",0,0,0,0,0,0,0,0,0
"232975",5,8,8,9,9,8,8,22,6
"232976",1044,1092,1027,1033,900,1033,907,1227,830
"232983",0,0,0,0,0,0,0,0,0
"232984",22,26,20,19,14,24,24,29,25
"232987",70,65,59,67,55,70,83,133,82
"232989",4279,6028,4877,5903,4842,5761,4934,6743,3866
"233001",0,0,0,0,0,0,0,0,0
"233005",0,0,1,0,0,0,0,0,0
"233011",2707,3164,3450,2193,2142,2880,1825,2717,2538
"233016",1393,1302,1562,769,731,985,1198,1630,1357
"233020",31,27,16,39,51,50,24,54,34
"233033",1789,2254,1987,1999,1730,2159,1953,2769,1588
"233038",12,5,11,3,4,12,17,48,38
"233040",3,5,1,0,0,0,5,12,5
"233046",535,427,448,542,538,617,442,547,345
"233056",367,450,422,430,477,567,444,608,448
"233057",66,81,80,37,46,59,80,108,66
"233058",67,81,114,56,59,72,115,125,83
"233060",4,3,3,3,2,3,8,7,5
"233064",395,400,368,429,357,525,382,506,281
"233065",767,791,811,694,697,869,730,974,690
"233066",27,18,35,9,6,15,25,33,21
"233067",1078,1196,1211,708,690,750,978,1593,1208
"233071",155,171,141,157,145,185,125,150,90
"233073",902,881,811,971,710,1012,690,868,617
"233079",107,168,124,79,86,82,117,162,121
"233080",4,7,6,4,4,2,6,7,6
"233081",1,0,1,4,0,1,2,3,1
"233090",0,0,0,0,0,0,0,0,0
"233099",0,0,0,0,0,0,0,0,0
"233103",642,831,764,759,698,954,809,967,590
"233107",148,153,136,136,125,134,148,186,92
"233115",201,185,186,244,273,308,211,254,195
"233147",103,147,145,162,169,214,158,199,147
"233164",0,0,0,0,0,0,0,0,0
"233168",396,498,470,479,466,670,471,576,493
"233186",19,30,24,12,7,14,23,31,15
"233187",0,0,0,0,0,0,0,0,0
"233189",585,650,774,606,538,707,584,632,544
"233199",3,1,4,3,4,1,8,8,5
"233204",1313,1354,1468,1409,1391,1706,1156,1427,1134
"233208",4581,4859,4806,5000,4429,5095,4574,5874,3611
"233210",1017,1152,1147,1238,1102,1309,1029,1546,869
"233221",0,0,0,0,0,0,0,0,0
"233222",0,0,0,0,0,0,0,0,0
"233230",0,0,0,0,0,0,0,0,0
"233231",4,4,1,4,4,5,3,2,1
"233246",0,0,0,0,0,0,0,0,0
"233271",0,0,0,0,1,0,0,0,0
"233274",6,8,10,8,12,19,8,16,8
"233276",372,453,471,480,458,613,558,681,407
"233280",150,182,217,115,135,152,178,188,182
"233315",539,624,629,723,626,860,609,663,507
"233328",1271,1554,1454,1468,1417,1568,1350,1671,1097
"233332",51,42,57,49,47,62,54,79,49
"233335",5,8,9,9,4,8,6,8,5
"233405",592,724,716,766,724,896,672,817,666
"233406",1445,1940,1444,1820,1369,1898,1967,2520,1458
"233410",1511,1817,1916,1736,1543,2004,1825,2285,1559
"233424",34,18,26,15,19,24,16,28,16
"233437",0,0,0,0,0,0,0,0,0
"233445",0,0,0,0,0,0,0,0,0
"233489",8376,10748,10142,9227,8577,11407,9514,12409,8154
"233490",1668,2008,2033,1975,1812,2479,1900,2288,1843
"233529",339,290,293,174,201,326,293,325,277
"233532",1292,1671,1648,1354,1300,1773,1377,1970,1462
"233537",0,0,0,0,0,0,0,0,0
"233545",373,518,437,472,420,536,504,738,334
"233549",126,392,205,152,143,159,345,629,373
"233552",188,219,270,182,178,173,253,384,280
"233571",123,170,140,136,113,147,164,246,162
"233575",2641,2760,2825,2614,2285,2692,2909,4109,2777
"233578",0,0,0,0,0,0,0,0,0
"233649",9,6,6,6,7,3,1,12,6
"233651",1,0,0,0,1,3,1,0,0
"233670",0,0,0,0,0,0,0,0,0
"233724",1669,2055,1943,2317,2074,2590,1887,2382,1744
"233726",2726,3897,3825,3363,3047,4446,3918,5089,3426
"233733",3,1,5,2,4,2,2,7,1
"233744",27,14,24,28,31,33,30,31,16
"233752",60,54,77,60,73,77,112,170,110
"233765",2860,3689,3577,2613,2417,3151,2627,3326,2346
"233781",44,94,52,85,61,110,66,72,50
"233789",2663,3604,3717,3522,3169,5030,3961,4627,3160
"233799",11,11,9,14,16,17,20,25,13
"233801",0,0,0,0,0,0,0,0,1
"233802",1298,1536,1619,1611,1461,1888,1592,2090,1468
"233805",311,371,434,331,323,456,369,447,361
"233806",718,728,807,706,671,817,743,819,692
"233810",0,0,0,0,1,0,0,0,1
"233812",187,233,212,225,175,238,237,356,236
"233813",6,5,10,11,12,10,9,5,9
"233824",1524,1666,1680,1587,1414,1880,1360,1583,1183
"233826",224,260,229,239,168,277,298,358,217
"233833",2397,2681,2651,3006,2961,3855,2697,3319,2175
"233836",0,12,2,1,0,0,0,3,1
"233863",3424,3836,4181,3450,3312,4465,3537,4112,3292
"233865",902,1141,1002,982,879,1132,1061,1362,799
"233870",10010,11026,10467,11511,9446,11361,10262,14167,9911
"233871",5472,6162,5457,6422,5670,6709,5712,7552,4253
"233875",730,853,790,863,766,864,735,1017,648
"233876",1056,1256,1018,1243,892,1144,1064,1543,780
"233877",343,315,349,345,289,311,267,378,244
"233878",54,53,71,43,41,48,67,89,55
"233879",4,2,1,0,1,3,2,4,2
"233887",657,710,720,725,675,705,616,943,717
"233890",1275,1427,1446,1449,1360,1641,1330,1664,1285
"233893",304,341,359,329,316,428,350,417,268
"233895",1767,1882,1788,2209,1900,2235,1955,2532,1591
"233899",126,112,110,168,114,221,152,272,201
"233900",2741,3002,3154,2923,2893,3489,3030,3674,2497
"233902",1957,2074,2362,2048,1802,2332,2001,2277,1835
"233904",1606,1767,1722,1965,1712,2272,1763,2074,1292
"233905",1173,1487,1438,1405,1339,1727,1588,1811,1131
"233908",9826,11222,10554,11279,10053,11821,8783,11108,7182
"233912",1526,1433,1743,1780,1601,2153,1583,1584,1172
"233913",1694,1883,1985,1823,1705,2028,1726,2058,1582
"233918",0,0,0,0,0,0,0,0,0
"233919",0,0,0,0,0,0,0,0,0
"233977",2245,2719,2763,2662,2448,3279,2800,3380,2202
"233979",547,561,592,687,673,814,594,713,544
"233987",302,395,364,363,366,517,433,641,482
"234023",3323,3309,3598,3244,3149,3993,3168,4279,3040
"234069",787,854,844,837,827,969,928,1065,742
"234072",9,2,5,0,3,2,12,14,5
"234076",1711,1957,1545,1892,1768,1943,1716,2066,1477
"234086",363,361,416,335,365,407,361,379,290
"234094",121,105,110,111,114,107,138,209,150
"234129",3,0,1,0,2,3,5,5,2
"234130",0,2,0,0,2,3,0,0,0
"234135",2058,2546,2510,2547,2277,2990,2517,3401,2055
